Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit,Year
Q4,Max  Rodgers,West,Sunbell,0.03,2,12.42,25.0,48.75,23.91,2014-12-11
Q4,Salvador  Bass,West,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2013-12-13
Q4,Ben  Perez,West,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-11-06
Q4,Christina  Fuller,West,Crested Beaut,0.02,3,16.0,25.0,73.5,25.5,2014-11-12
Q4,Pauline  Beck,West,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2014-10-17
Q4,Tiffany  May,West,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-17
Q2,Fernando  Rowe,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-04-07
Q4,Austin  Reynolds,East,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-12-05
Q4,Cindy  Becker,South,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-10-16
Q3,Rachel  Gomez,MidWest,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2013-07-16
Q4,Marian  Hill,South,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2014-11-20
Q3,Austin  Reynolds,East,Sunbell,0.03,1,12.42,25.0,24.38,11.96,2014-07-18
Q2,Charlie  Wood,MidWest,Crested Beaut,0.02,2,16.0,25.0,49.25,17.25,2013-06-07
Q3,Ruben  Nunez,West,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-07-18
Q4,Cindy  Becker,South,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2013-11-14
Q4,Rachel  Gomez,MidWest,Majectic Beaut,0.02,2,13.0,30.0,58.8,32.8,2013-11-26
Q4,Max  Rodgers,West,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-11-04
Q4,Max  Rodgers,West,Sunset,0.0,1,13.5,23.5,23.5,10.0,2014-11-21
Q4,Allan  Ramos,MidWest,FlatTop,0.03,2,17.2,27.5,53.63,19.23,2014-11-11
Q4,Nellie  Joseph,East,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-10-22
Q1,Sonya  Mullins,East,Carlota,0.01,2,10.25,22.95,45.44,24.94,2013-12-28
Q3,Woodrow  Colon,South,Sunshine,0.02,3,10.24,19.95,58.65,27.93,2014-07-14
Q4,Tracy  Reed,MidWest,V-Rang,0.03,2,10.23,19.0,37.05,16.59,2013-11-18
Q2,Willie  Vega,MidWest,Sunshine,0.02,3,10.24,19.95,58.65,27.93,2014-03-20
Q4,Trevor  Jones,West,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-10-18
Q4,Eric  Rose,West,Sunshine,0.02,2,10.24,19.95,39.3,18.82,2014-12-10
Q4,Ruben  Nunez,West,Quad,0.03,1,27.0,34.0,33.15,6.15,2013-11-10
Q4,Jenny  Garcia,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-12-06
Q4,Bobbie  Ryan,East,Bellen,0.02,2,11.37,22.95,45.21,22.47,2013-11-24
Q4,Patty  Thompson,West,Sunset,0.02,2,13.5,23.5,46.3,19.3,2014-11-11
Q4,Sylvester  Morales,West,Quad,0.0,4,27.0,34.0,136.0,28.0,2014-12-01
Q4,Brooke  Horton,MidWest,Quad,0.01,2,27.0,34.0,67.32,13.32,2013-10-23
Q4,Sandra  Floyd,MidWest,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2013-10-27
Q4,Cassandra  Franklin,MidWest,V-Rang,0.03,3,10.23,19.0,55.29,24.6,2013-11-06
Q1,Shari  Silva,South,Doublers,0.0,4,64.32,79.95,319.8,62.52,2014-03-08
Q4,Ivan  Adkins,West,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-10-29
Q1,Eric  Rose,West,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2014-02-02
Q3,Marian  Hill,South,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2014-07-30
Q4,Bobbie  Ryan,East,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-10-29
Q2,Della  Jensen,East,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-05-18
Q4,Charlie  Wood,MidWest,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2013-11-21
Q4,Drew  Rogers,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-11-01
Q2,Drew  Rogers,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-05-23
Q4,Pauline  Beck,West,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2014-10-31
Q2,Ivan  Adkins,West,V-Rang,0.03,3,10.23,19.0,55.29,24.6,2014-04-30
Q4,Felicia  Jennings,West,Quad,0.03,3,27.0,34.0,98.94,17.94,2014-11-06
Q1,Cecilia  Manning,South,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-01-12
Q4,Andrew  Meyer,West,Sunset,0.03,2,13.5,23.5,45.83,18.83,2013-11-13
Q4,Shari  Silva,South,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-12-04
Q1,Sonya  Mullins,East,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-03-09
Q4,Rachel  Gomez,MidWest,V-Rang,0.0,3,10.23,19.0,57.0,26.31,2013-10-29
Q4,Bobbie  Ryan,East,V-Rang,0.02,3,10.23,19.0,55.86,25.17,2014-11-11
Q2,Elvira  Bowman,MidWest,Aspen,0.03,2,12.0,21.0,40.74,16.74,2014-06-07
Q1,Willie  Vega,MidWest,Sunset,0.02,1,13.5,23.5,23.15,9.65,2014-02-09
Q4,Cassandra  Franklin,MidWest,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2014-11-24
Q3,Elaine  Ellis,South,FlatTop,0.0,3,17.2,27.5,82.5,30.9,2014-08-17
Q3,Max  Rodgers,West,FlatTop,0.01,2,17.2,27.5,54.45,20.05,2013-08-28
Q4,Trevor  Jones,West,Crested Beaut,0.03,3,16.0,25.0,72.75,24.75,2013-12-12
Q4,Tracy  Reed,MidWest,Quad,0.03,3,27.0,34.0,99.45,18.45,2013-11-20
Q4,Jaime  Pearson,MidWest,V-Rang,0.02,1,10.23,19.0,18.72,8.49,2014-12-08
Q4,Iris  Underwood,West,Carlota,0.03,3,10.25,22.95,67.13,36.38,2013-10-25
Q3,Ivan  Adkins,West,Sunset,0.02,3,13.5,23.5,69.09,28.59,2014-09-12
Q2,Blake  Bridges,South,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-06-02
Q1,Eddie  Green,East,Bellen,0.03,4,11.37,22.95,89.05,43.57,2013-01-29
Q4,Felicia  Jennings,West,Quad,0.03,2,27.0,34.0,66.3,12.3,2013-10-30
Q4,Dan  Peterson,MidWest,V-Rang,0.01,1,10.23,19.0,18.81,8.58,2014-11-21
Q4,Felicia  Jennings,West,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-12-06
Q4,Cindy  Becker,South,Aspen,0.0,2,12.0,21.0,42.0,18.0,2014-12-01
Q4,Cecilia  Manning,South,Sunbell,0.02,1,12.42,25.0,24.5,12.08,2014-12-06
Q4,Brooke  Horton,MidWest,Majectic Beaut,0.02,3,13.0,30.0,88.2,49.2,2013-10-23
Q4,Elaine  Ellis,South,Doublers,0.03,2,64.32,79.95,155.9,27.26,2013-11-16
Q4,Willie  Vega,MidWest,Quad,0.01,1,27.0,34.0,33.66,6.66,2013-11-17
Q4,Robert  Munoz,MidWest,Quad,0.03,1,27.0,34.0,32.98,5.98,2013-12-12
Q3,Christy  Olson,West,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2013-08-12
Q4,Patty  Thompson,West,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2014-11-09
Q3,Tracy  Reed,MidWest,FlatTop,0.01,1,17.2,27.5,27.23,10.03,2013-09-01
Q4,Lorraine  Gibson,East,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2014-11-23
Q2,Kyle  Carr,MidWest,Quad,0.02,3,27.0,34.0,100.47,19.47,2014-05-11
Q4,Blake  Bridges,South,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2014-10-25
Q4,Bobbie  Ryan,East,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2014-11-30
Q4,Mable  Lindsey,West,Quad,0.03,3,27.0,34.0,99.45,18.45,2014-10-22
Q2,Edwin  Malone,East,Aspen,0.0,3,12.0,21.0,63.0,27.0,2013-04-03
Q4,Eric  Rose,West,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-10-23
Q4,Marian  Hill,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-10-25
Q4,Arturo  Francis,East,Quad,0.03,1,27.0,34.0,33.15,6.15,2013-11-20
Q2,Sylvester  Morales,West,Sunshine,0.02,2,10.24,19.95,39.3,18.82,2013-05-03
Q4,Cassandra  Franklin,MidWest,Aspen,0.0,3,12.0,21.0,63.0,27.0,2013-11-08
Q1,Blake  Bridges,South,Aspen,0.0,3,12.0,21.0,63.0,27.0,2013-02-17
Q4,Ernest  Davis,West,Quad,0.03,2,27.0,34.0,66.3,12.3,2014-11-16
Q1,Cassandra  Franklin,MidWest,Carlota,0.0,3,10.25,22.95,68.85,38.1,2014-01-10
Q4,Willie  Vega,MidWest,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-11-25
Q4,Edwin  Malone,East,Sunset,0.0,2,13.5,23.5,47.0,20.0,2013-10-16
Q4,Herman  Williams,East,Sunset,0.02,1,13.5,23.5,23.03,9.53,2014-10-20
Q4,Ivan  Adkins,West,Carlota,0.01,3,10.25,22.95,68.16,37.41,2013-11-17
Q1,Willie  Vega,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24,2012-12-29
Q1,Drew  Rogers,MidWest,Sunbell,0.02,1,12.42,25.0,24.5,12.08,2013-03-07
Q4,Drew  Rogers,MidWest,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-10-20
Q4,Della  Jensen,East,Doublers,0.01,1,64.32,79.95,79.15,14.83,2014-11-29
Q2,Drew  Rogers,MidWest,Bellen,0.03,1,11.37,22.95,22.38,11.01,2013-05-10
Q4,Shari  Silva,South,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-10-24
Q4,Lee  Mack,MidWest,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2014-12-13
Q3,Lynette  Brewer,MidWest,Carlota,0.01,1,10.25,22.95,22.72,12.47,2013-09-08
Q3,Andrew  Meyer,West,Quad,0.0,4,27.0,34.0,136.0,28.0,2013-08-10
Q4,Cassandra  Franklin,MidWest,Quad,0.03,3,27.0,34.0,98.94,17.94,2013-11-05
Q4,Ernest  Davis,West,Sunbell,0.01,3,12.42,25.0,74.25,36.99,2013-10-24
Q4,Paulette  Spencer,South,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2014-10-27
Q4,Robert  Munoz,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-09-20
Q4,Max  Rodgers,West,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-18
Q4,Lance  Yates,MidWest,Carlota,0.03,1,10.25,22.95,22.26,12.01,2013-10-29
Q4,Drew  Rogers,MidWest,Sunshine,0.01,1,10.24,19.95,19.75,9.51,2013-11-03
Q4,Lance  Yates,MidWest,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-10-30
Q4,Della  Jensen,East,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-11-10
Q4,Christina  Fuller,West,Quad,0.03,1,27.0,34.0,32.98,5.98,2014-11-10
Q4,Drew  Rogers,MidWest,Crested Beaut,0.01,1,16.0,25.0,24.75,8.75,2014-10-05
Q4,Isabel  Cross,East,Sunbell,0.02,2,12.42,25.0,49.0,24.16,2013-11-25
Q3,Tracy  Reed,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-07-22
Q4,Guillermo  Potter,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-30
Q4,Donna  Reid,West,Sunset,0.02,3,13.5,23.5,69.44,28.94,2013-10-18
Q4,Elaine  Ellis,South,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2014-11-09
Q4,Robert  Munoz,MidWest,Majectic Beaut,0.03,3,13.0,30.0,87.3,48.3,2014-11-25
Q4,Brooke  Horton,MidWest,Quad,0.02,3,27.0,34.0,99.96,18.96,2013-10-26
Q4,Lorraine  Gibson,East,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-10-31
Q3,Lance  Yates,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02,2014-08-10
Q2,Max  Rodgers,West,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-05-23
Q4,Lynette  Brewer,MidWest,Sunset,0.0,1,13.5,23.5,23.5,10.0,2014-10-30
Q4,Lee  Mack,MidWest,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-10-19
Q4,Mable  Lindsey,West,FlatTop,0.01,2,17.2,27.5,54.45,20.05,2014-11-10
Q4,Dan  Peterson,MidWest,Carlota,0.02,4,10.25,22.95,90.42,49.42,2013-11-05
Q4,Shari  Silva,South,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-11-28
Q4,Marian  Hill,South,Sunset,0.01,2,13.5,23.5,46.53,19.53,2013-12-12
Q4,Ellen  Weaver,South,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2013-11-04
Q2,Cassandra  Franklin,MidWest,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2013-04-14
Q4,Shari  Silva,South,Doublers,0.01,3,64.32,79.95,237.45,44.49,2014-12-01
Q1,Salvador  Bass,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23,2013-01-08
Q3,Peter  Hodges,MidWest,Carlota,0.02,2,10.25,22.95,44.98,24.48,2014-06-28
Q4,Ben  Perez,West,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2013-12-11
Q1,Cecilia  Manning,South,Sunshine,0.02,3,10.24,19.95,58.65,27.93,2014-03-02
Q4,Trevor  Jones,West,Carlota,0.02,3,10.25,22.95,67.82,37.07,2013-10-24
Q4,Isabel  Cross,East,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2013-12-09
Q4,Elbert  Klein,South,Carlota,0.0,3,10.25,22.95,68.85,38.1,2014-11-07
Q4,Ellen  Weaver,South,Carlota,0.0,3,10.25,22.95,68.85,38.1,2014-11-17
Q2,Jenny  Garcia,MidWest,Quad,0.03,3,27.0,34.0,99.45,18.45,2013-04-23
Q4,Ruben  Nunez,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-10
Q2,Isabel  Cross,East,Aspen,0.03,1,12.0,21.0,20.37,8.37,2014-06-01
Q2,Allan  Ramos,MidWest,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2013-04-02
Q4,Felicia  Jennings,West,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-10-29
Q4,Lorraine  Gibson,East,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-10-22
Q3,Woodrow  Colon,South,Bellen,0.02,1,11.37,22.95,22.61,11.24,2013-08-08
Q4,Marion  Glover,East,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2013-10-17
Q4,Paulette  Spencer,South,Sunshine,0.01,1,10.24,19.95,19.75,9.51,2013-12-12
Q4,Rachel  Gomez,MidWest,Bellen,0.03,3,11.37,22.95,66.78,32.67,2014-10-20
Q4,Kyle  Carr,MidWest,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-10-10
Q4,Ellen  Weaver,South,Doublers,0.03,2,64.32,79.95,155.9,27.26,2013-11-02
Q4,Robert  Munoz,MidWest,Aspen,0.01,2,12.0,21.0,41.58,17.58,2013-10-18
Q4,Lynette  Brewer,MidWest,Sunshine,0.0,4,10.24,19.95,79.8,38.84,2014-10-18
Q3,Willie  Vega,MidWest,Aspen,0.0,1,12.0,21.0,21.0,9.0,2014-07-08
Q3,Shari  Silva,South,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-07-03
Q4,Billie  Chandler,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-12-08
Q4,Della  Jensen,East,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2014-10-31
Q3,Della  Jensen,East,Quad,0.03,2,27.0,34.0,66.3,12.3,2013-08-12
Q4,Salvador  Bass,West,Sunbell,0.02,1,12.42,25.0,24.63,12.21,2014-11-24
Q4,Shari  Silva,South,Crested Beaut,0.03,1,16.0,25.0,24.38,8.38,2013-11-23
Q4,Drew  Rogers,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-11-21
Q4,Ellen  Weaver,South,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-10-17
Q2,Cassandra  Franklin,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-03-30
Q4,Herman  Williams,East,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-23
Q4,Lance  Yates,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-11-08
Q3,Trevor  Jones,West,Quad,0.0,4,27.0,34.0,136.0,28.0,2014-07-08
Q4,Shari  Silva,South,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-11-02
Q4,Don  Gonzales,South,Crested Beaut,0.02,3,16.0,25.0,73.88,25.88,2013-12-13
Q4,Elaine  Ellis,South,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-12-11
Q4,Max  Rodgers,West,Bellen,0.03,1,11.37,22.95,22.26,10.89,2013-12-14
Q4,Cecilia  Manning,South,Quad,0.01,3,27.0,34.0,100.98,19.98,2013-10-26
Q4,Brooke  Horton,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-11-28
Q1,Carla  Mccormick,MidWest,Quad,0.01,1,27.0,34.0,33.66,6.66,2012-12-20
Q4,Christina  Fuller,West,Sunbell,0.01,4,12.42,25.0,99.0,49.32,2014-10-25
Q4,Rachel  Gomez,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02,2014-12-10
Q3,Nellie  Joseph,East,Quad,0.01,2,27.0,34.0,67.32,13.32,2014-08-02
Q4,Willie  Vega,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-12-14
Q4,Dan  Peterson,MidWest,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2014-11-27
Q4,Jenny  Garcia,MidWest,Aspen,0.0,1,12.0,21.0,21.0,9.0,2013-11-08
Q3,Trevor  Jones,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-08-30
Q4,Cecilia  Manning,South,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-11-09
Q4,Johanna  Boone,South,Majectic Beaut,0.01,1,13.0,30.0,29.7,16.7,2013-11-03
Q4,Guillermo  Potter,MidWest,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-10-18
Q4,Drew  Rogers,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-28
Q4,Ellen  Weaver,South,Bellen,0.02,2,11.37,22.95,45.21,22.47,2013-11-08
Q4,Sonya  Mullins,East,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-11-05
Q4,Arturo  Francis,East,Quad,0.02,3,27.0,34.0,100.47,19.47,2014-12-07
Q3,Lee  Mack,MidWest,FlatTop,0.02,3,17.2,27.5,81.26,29.66,2014-06-16
Q4,Max  Rodgers,West,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2014-11-13
Q4,Drew  Rogers,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-12-08
Q4,Beth  Tucker,West,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-11-30
Q2,Salvador  Bass,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-03-29
Q4,Mable  Lindsey,West,Quad,0.02,3,27.0,34.0,99.96,18.96,2014-11-24
Q4,Robert  Munoz,MidWest,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-12-09
Q4,Sonya  Mullins,East,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2013-12-13
Q4,Willie  Vega,MidWest,Bellen,0.03,1,11.37,22.95,22.26,10.89,2013-11-01
Q4,Della  Jensen,East,Quad,0.03,3,27.0,34.0,99.45,18.45,2014-11-15
Q4,Shari  Silva,South,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2013-11-08
Q4,Cassandra  Franklin,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-11-29
Q4,Carla  Mccormick,MidWest,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-11-14
Q4,Isabel  Cross,East,Sunset,0.03,1,13.5,23.5,22.8,9.3,2013-12-09
Q4,Guillermo  Potter,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-10-21
Q4,Kyle  Carr,MidWest,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-12-07
Q4,Billie  Chandler,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-22
Q4,Max  Rodgers,West,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2013-11-14
Q4,Paulette  Spencer,South,Carlota,0.01,3,10.25,22.95,68.16,37.41,2013-12-09
Q4,Peter  Hodges,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-12-06
Q4,Jenny  Garcia,MidWest,Majectic Beaut,0.03,3,13.0,30.0,87.75,48.75,2013-10-16
Q4,Austin  Reynolds,East,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2014-11-21
Q4,Elaine  Ellis,South,Aspen,0.01,4,12.0,21.0,83.16,35.16,2014-10-24
Q4,Max  Rodgers,West,FlatTop,0.02,2,17.2,27.5,54.18,19.78,2014-11-22
Q4,Dan  Peterson,MidWest,Sunbell,0.02,1,12.42,25.0,24.63,12.21,2014-12-11
Q4,Peter  Hodges,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-10-28
Q1,Della  Jensen,East,Doublers,0.02,2,64.32,79.95,156.7,28.06,2013-01-07
Q4,Drew  Rogers,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-17
Q1,Tiffany  May,West,Quad,0.03,1,27.0,34.0,32.98,5.98,2013-02-10
Q4,Max  Rodgers,West,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-11-29
Q4,Robert  Munoz,MidWest,Doublers,0.0,1,64.32,79.95,79.95,15.63,2013-11-06
Q1,Nellie  Joseph,East,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-01-29
Q4,Mable  Lindsey,West,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2013-10-22
Q4,Cecilia  Manning,South,Sunset,0.02,3,13.5,23.5,69.44,28.94,2014-12-13
Q4,Cecilia  Manning,South,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-10-23
Q4,Felicia  Jennings,West,Crested Beaut,0.02,3,16.0,25.0,73.5,25.5,2014-11-06
Q4,Lance  Yates,MidWest,Bellen,0.01,3,11.37,22.95,68.16,34.05,2014-12-13
Q4,Della  Jensen,East,Aspen,0.02,1,12.0,21.0,20.58,8.58,2013-11-17
Q4,Robert  Munoz,MidWest,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2013-11-17
Q4,Cindy  Becker,South,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-11-17
Q4,Elvira  Bowman,MidWest,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-12-15
Q4,Elbert  Klein,South,Carlota,0.02,1,10.25,22.95,22.61,12.36,2013-11-22
Q4,Johanna  Boone,South,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-11-23
Q4,Rachel  Gomez,MidWest,FlatTop,0.03,3,17.2,27.5,80.03,28.43,2013-11-09
Q4,Della  Jensen,East,Bellen,0.01,2,11.37,22.95,45.44,22.7,2013-12-08
Q4,Lorraine  Gibson,East,Sunbell,0.03,1,12.42,25.0,24.25,11.83,2013-10-16
Q4,Ernest  Davis,West,Sunbell,0.02,2,12.42,25.0,49.0,24.16,2014-12-06
Q2,Lynette  Brewer,MidWest,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2014-04-21
Q4,Brooke  Horton,MidWest,Quad,0.02,2,27.0,34.0,66.98,12.98,2014-10-16
Q4,Elvira  Bowman,MidWest,Crested Beaut,0.02,3,16.0,25.0,73.88,25.88,2014-12-13
Q4,Bobbie  Ryan,East,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2013-11-12
Q4,Arturo  Francis,East,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-12-08
Q3,Dan  Peterson,MidWest,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2014-09-14
Q3,Drew  Rogers,MidWest,Sunshine,0.0,4,10.24,19.95,79.8,38.84,2014-08-25
Q4,Fernando  Rowe,West,Sunshine,0.03,1,10.24,19.95,19.45,9.21,2013-10-22
Q4,Bobbie  Ryan,East,Bellen,0.0,3,11.37,22.95,68.85,34.74,2014-11-23
Q1,Max  Rodgers,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-02-19
Q4,Lance  Yates,MidWest,Aspen,0.0,1,12.0,21.0,21.0,9.0,2014-11-13
Q4,Felicia  Jennings,West,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-11-20
Q4,Salvador  Bass,West,Carlota,0.03,2,10.25,22.95,44.75,24.25,2013-12-04
Q1,Brooke  Horton,MidWest,Quad,0.02,2,27.0,34.0,66.64,12.64,2012-12-20
Q2,Tiffany  May,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-05-06
Q4,Elbert  Klein,South,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-13
Q4,Drew  Rogers,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-12-07
Q4,Elvira  Bowman,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-11-26
Q4,Della  Jensen,East,Bellen,0.02,3,11.37,22.95,67.82,33.71,2013-11-26
Q3,Peter  Hodges,MidWest,Aspen,0.03,1,12.0,21.0,20.48,8.48,2013-06-27
Q4,Andrew  Meyer,West,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-11-26
Q4,Brooke  Horton,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-12-09
Q4,Allan  Ramos,MidWest,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2014-11-02
Q2,Felicia  Jennings,West,Crested Beaut,0.02,1,16.0,25.0,24.63,8.63,2013-05-08
Q4,Cecilia  Manning,South,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2013-12-12
Q4,Robert  Munoz,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01,2014-11-13
Q4,Pauline  Beck,West,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-11-08
Q4,Edwin  Malone,East,Majectic Beaut,0.03,2,13.0,30.0,58.5,32.5,2013-11-17
Q2,Paulette  Spencer,South,Quad,0.03,1,27.0,34.0,33.15,6.15,2014-05-18
Q4,Edwin  Malone,East,Doublers,0.02,4,64.32,79.95,313.4,56.12,2013-12-10
Q4,Drew  Rogers,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-11-22
Q4,Jenny  Garcia,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-12-14
Q3,Salvador  Bass,West,Carlota,0.01,1,10.25,22.95,22.72,12.47,2014-08-31
Q4,Sandra  Floyd,MidWest,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2014-12-08
Q1,Bobbie  Ryan,East,Quad,0.03,3,27.0,34.0,98.94,17.94,2013-01-02
Q4,Arturo  Francis,East,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-27
Q4,Isabel  Cross,East,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-10-16
