Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit
Q4 41613,Max  Rodgers,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41976,Christy  Olson,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q2 41418,Drew  Rogers,MidWest,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41946,Lula  Daniels,MidWest,Aspen,0.03,3,12.00,21.00,61.11,25.11
Q4 42001,Kyle  Carr,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41971,Christy  Olson,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41978,Cassandra  Franklin,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q1 41361,Cassandra  Franklin,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41945,Trevor  Jones,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q3 41839,Max  Rodgers,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41584,Elaine  Ellis,South,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q1 41705,Lorraine  Gibson,East,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q2 41813,Charlie  Wood,MidWest,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41977,Cassandra  Franklin,MidWest,Sunshine,0.03,3,10.24,19.95,58.05,27.33
Q1 41649,Woodrow  Colon,South,Quad,0.01,2,27.00,34.00,67.32,13.32
Q2 41791,Don  Gonzales,South,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q2 41438,Lula  Daniels,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41597,Tracy  Reed,MidWest,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41589,Jaime  Pearson,MidWest,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41971,Cassandra  Franklin,MidWest,Sunbell,0.02,2,12.42,25.00,49.00,24.16
Q4 41638,Max  Rodgers,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q3 41877,Beth  Tucker,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41636,Andrew  Meyer,West,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41622,Edwin  Malone,East,V-Rang,0.02,1,10.23,19.00,18.72,8.49
Q4 41593,Max  Rodgers,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q3 41909,Willie  Vega,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q2 41415,Rachel  Gomez,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41954,Cindy  Becker,South,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q4 41956,Drew  Rogers,MidWest,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q4 41594,Dan  Peterson,MidWest,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41973,Cassandra  Franklin,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41634,Robert  Munoz,MidWest,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41596,Rachel  Gomez,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41956,Ruben  Nunez,West,Sunset,0.03,1,13.50,23.50,22.80,9.30
Q4 41615,Kyle  Carr,MidWest,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q1 41656,Shari  Silva,South,Sunset,0.03,1,13.50,23.50,22.80,9.30
Q2 41392,Jenny  Garcia,MidWest,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q4 41972,Cassandra  Franklin,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41622,Drew  Rogers,MidWest,Sunset,0,1,13.50,23.50,23.50,10.00
Q1 41697,Della  Jensen,East,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q2 41377,Billie  Chandler,MidWest,Majectic Beaut,0.01,1,13.00,30.00,29.70,16.70
Q4 41967,Charlie  Wood,MidWest,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 42001,Peter  Hodges,MidWest,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q1 41689,Shari  Silva,South,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q4 42002,Sonya  Mullins,East,V-Rang,0.03,2,10.23,19.00,36.86,16.40
Q4 41635,Edwin  Malone,East,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q4 41583,Don  Gonzales,South,Sunbell,0.02,2,12.42,25.00,49.25,24.41
Q2 41818,Ellen  Weaver,South,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q4 41632,Eric  Rose,West,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41637,Cindy  Becker,South,Bellen,0.03,4,11.37,22.95,89.51,44.03
Q4 41579,Arturo  Francis,East,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q4 41970,Isabel  Cross,East,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41982,Robert  Munoz,MidWest,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41605,Herman  Williams,East,Majectic Beaut,0.02,3,13.00,30.00,88.65,49.65
Q2 41736,Della  Jensen,East,Crested Beaut,0.02,2,16.00,25.00,49.00,17.00
Q4 41621,Sonya  Mullins,East,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41596,Kyle  Carr,MidWest,Crested Beaut,0.02,3,16.00,25.00,73.88,25.88
Q3 41822,Woodrow  Colon,South,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41626,Felicia  Jennings,West,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41944,Lula  Daniels,MidWest,Sunbell,0.02,1,12.42,25.00,24.63,12.21
Q4 41994,Allan  Ramos,MidWest,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q4 41966,Brooke  Horton,MidWest,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q4 41953,Drew  Rogers,MidWest,Bellen,0.03,1,11.37,22.95,22.38,11.01
Q4 41615,Jenny  Garcia,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41999,Isabel  Cross,East,Sunset,0.03,3,13.50,23.50,68.39,27.89
Q4 41599,Edwin  Malone,East,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41995,Donna  Reid,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q1 41331,Drew  Rogers,MidWest,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41590,Ruben  Nunez,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q2 41761,Rachel  Gomez,MidWest,Sunset,0.03,3,13.50,23.50,68.39,27.89
Q1 41312,Shari  Silva,South,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 42002,Peter  Hodges,MidWest,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q4 41591,Isabel  Cross,East,V-Rang,0.01,4,10.23,19.00,75.24,34.32
Q4 41585,Cassandra  Franklin,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q1 41290,Marion  Glover,East,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41950,Mable  Lindsey,West,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q3 41894,Cassandra  Franklin,MidWest,Crested Beaut,0,4,16.00,25.00,100.00,36.00
Q1 41311,Edwin  Malone,East,Aspen,0.03,1,12.00,21.00,20.48,8.48
Q1 41347,Isabel  Cross,East,Doublers,0.02,2,64.32,79.95,157.50,28.86
Q4 41950,Lula  Daniels,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41984,Christy  Olson,West,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q3 41888,Drew  Rogers,MidWest,Sunbell,0.02,4,12.42,25.00,98.00,48.32
Q4 41637,Trevor  Jones,West,V-Rang,0.01,4,10.23,19.00,75.24,34.32
Q4 41589,Shari  Silva,South,Crested Beaut,0.03,1,16.00,25.00,24.38,8.38
Q4 41593,Fernando  Rowe,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41637,Tiffany  May,West,Sunbell,0.02,2,12.42,25.00,49.25,24.41
Q4 41975,Shari  Silva,South,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41974,Eric  Rose,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41950,Elvira  Bowman,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41976,Christina  Fuller,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41954,Marian  Hill,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41941,Carla  Mccormick,MidWest,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41959,Arturo  Francis,East,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41966,Bobbie  Ryan,East,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41618,Felicia  Jennings,West,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41978,Andrew  Meyer,West,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41979,Bernadette  Page,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41997,Lula  Daniels,MidWest,V-Rang,0,1,10.23,19.00,19.00,8.77
Q4 41638,Austin  Reynolds,East,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41587,Cecilia  Manning,South,Aspen,0.02,2,12.00,21.00,41.16,17.16
Q2 41453,Tiffany  May,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41619,Eddie  Green,East,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q4 41584,Blake  Bridges,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q1 41673,Herman  Williams,East,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41970,Cecilia  Manning,South,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41947,Jenny  Garcia,MidWest,Doublers,0.02,4,64.32,79.95,313.40,56.12
Q2 41448,Eddie  Green,East,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41581,Guillermo  Potter,MidWest,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41963,Dan  Peterson,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41979,Rachel  Gomez,MidWest,Sunshine,0.03,3,10.24,19.95,58.35,27.63
Q4 41988,Rachel  Gomez,MidWest,Bellen,0,4,11.37,22.95,91.80,46.32
Q4 42000,Edwin  Malone,East,Sunset,0.03,1,13.50,23.50,22.91,9.41
Q3 41832,Jaime  Pearson,MidWest,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q4 41929,Cindy  Becker,South,Quad,0.03,2,27.00,34.00,65.96,11.96
Q4 41602,Allan  Ramos,MidWest,V-Rang,0.02,2,10.23,19.00,37.24,16.78
Q4 41585,Austin  Reynolds,East,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q1 41706,Fernando  Rowe,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41953,Max  Rodgers,West,V-Rang,0.02,2,10.23,19.00,37.43,16.97
Q4 41956,Drew  Rogers,MidWest,Quad,0.02,3,27.00,34.00,100.47,19.47
Q4 41971,Edwin  Malone,East,Quad,0.02,4,27.00,34.00,133.96,25.96
Q2 41759,Max  Rodgers,West,FlatTop,0.03,1,17.20,27.50,26.68,9.48
Q4 41616,Donna  Reid,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41603,Robert  Munoz,MidWest,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41962,Willie  Vega,MidWest,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q4 41986,Shari  Silva,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41951,Ruben  Nunez,West,V-Rang,0.03,2,10.23,19.00,37.05,16.59
Q4 41590,Ruben  Nunez,West,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q4 41628,Rachel  Gomez,MidWest,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41963,Blake  Bridges,South,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41579,Paulette  Spencer,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41983,Rachel  Gomez,MidWest,FlatTop,0,1,17.20,27.50,27.50,10.30
Q2 41393,Guillermo  Potter,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41987,Mable  Lindsey,West,Sunshine,0.03,3,10.24,19.95,58.35,27.63
Q4 41626,Paulette  Spencer,South,Bellen,0.03,3,11.37,22.95,66.78,32.67
Q4 41604,Don  Gonzales,South,Sunset,0.02,2,13.50,23.50,46.30,19.30
Q4 41960,Shari  Silva,South,Carlota,0.03,4,10.25,22.95,89.51,48.51
Q4 41972,Edwin  Malone,East,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41986,Christina  Fuller,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41606,Brooke  Horton,MidWest,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41971,Woodrow  Colon,South,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q4 41963,Dan  Peterson,MidWest,Aspen,0.02,1,12.00,21.00,20.58,8.58
Q4 41950,Ruben  Nunez,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41996,Iris  Underwood,West,Doublers,0.02,3,64.32,79.95,236.25,43.29
Q4 41980,Kyle  Carr,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41614,Lula  Daniels,MidWest,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q1 41312,Herman  Williams,East,Majectic Beaut,0.02,1,13.00,30.00,29.40,16.40
Q4 41612,Donna  Reid,West,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q2 41415,Bobbie  Ryan,East,Sunbell,0,3,12.42,25.00,75.00,37.74
Q2 41805,Max  Rodgers,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41957,Andrew  Meyer,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41637,Kyle  Carr,MidWest,Majectic Beaut,0,4,13.00,30.00,120.00,68.00
Q4 41611,Guillermo  Potter,MidWest,Sunbell,0.02,2,12.42,25.00,49.25,24.41
Q1 41706,Fernando  Rowe,West,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41965,Ben  Perez,West,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q3 41496,Beth  Tucker,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q3 41493,Eric  Rose,West,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q4 41990,Cassandra  Franklin,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41958,Trevor  Jones,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41964,Shari  Silva,South,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41626,Drew  Rogers,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41636,Donna  Reid,West,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41979,Rachel  Gomez,MidWest,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q4 41963,Peter  Hodges,MidWest,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q4 41994,Dan  Peterson,MidWest,Sunbell,0,1,12.42,25.00,25.00,12.58
Q2 41757,Don  Gonzales,South,FlatTop,0.03,3,17.20,27.50,80.44,28.84
Q1 41332,Andrew  Meyer,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41987,Iris  Underwood,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41984,Bobbie  Ryan,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41984,Cindy  Becker,South,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41627,Elvira  Bowman,MidWest,Sunset,0.01,2,13.50,23.50,46.53,19.53
Q3 41525,Brooke  Horton,MidWest,Sunbell,0.02,2,12.42,25.00,49.00,24.16
Q4 41596,Colleen  Warren,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41970,Della  Jensen,East,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41623,Salvador  Bass,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41627,Lance  Yates,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.20,49.20
Q2 41379,Fernando  Rowe,West,Aspen,0.03,1,12.00,21.00,20.48,8.48
Q3 41850,Patty  Thompson,West,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41607,Rachel  Gomez,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41589,Shari  Silva,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41986,Jenny  Garcia,MidWest,Carlota,0.03,1,10.25,22.95,22.38,12.13
Q1 41356,Allan  Ramos,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41592,Patty  Thompson,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41635,Dan  Peterson,MidWest,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q4 41635,Sylvester  Morales,West,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q3 41825,Edwin  Malone,East,Quad,0,3,27.00,34.00,102.00,21.00
Q1 41641,Joey  Wong,West,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41594,Salvador  Bass,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41629,Patty  Thompson,West,Sunshine,0.02,2,10.24,19.95,39.10,18.62
Q4 41636,Mable  Lindsey,West,Bellen,0.02,4,11.37,22.95,90.42,44.94
Q4 42002,Shari  Silva,South,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 41609,Charlie  Wood,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q3 41547,Guillermo  Potter,MidWest,Crested Beaut,0.03,3,16.00,25.00,73.13,25.13
Q4 41638,Lee  Mack,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41618,Edwin  Malone,East,Sunshine,0.02,1,10.24,19.95,19.55,9.31
Q4 41983,Bethany  Pena,MidWest,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41638,Billie  Chandler,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q3 41848,Mable  Lindsey,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41990,Don  Gonzales,South,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q4 41600,Lynette  Brewer,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41953,Charlie  Wood,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41633,Iris  Underwood,West,Aspen,0,1,12.00,21.00,21.00,9.00
Q4 41982,Salvador  Bass,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41628,Kyle  Carr,MidWest,Quad,0.02,3,27.00,34.00,99.96,18.96
Q3 41906,Della  Jensen,East,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41611,Elbert  Klein,South,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41976,Sylvester  Morales,West,Sunshine,0.02,2,10.24,19.95,39.10,18.62
Q4 41963,Max  Rodgers,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41983,Lance  Yates,MidWest,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41972,Marian  Hill,South,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41638,Willie  Vega,MidWest,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41999,Fernando  Rowe,West,Bellen,0.03,1,11.37,22.95,22.38,11.01
Q4 41637,Pauline  Beck,West,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41585,Jaime  Pearson,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41570,Ernest  Davis,West,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41619,Ernest  Davis,West,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41598,Max  Rodgers,West,Sunset,0.03,3,13.50,23.50,68.74,28.24
Q4 41988,Trevor  Jones,West,Sunbell,0.02,3,12.42,25.00,73.50,36.24
Q4 41622,Edwin  Malone,East,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41588,Sonya  Mullins,East,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41635,Rachel  Gomez,MidWest,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q1 41653,Lance  Yates,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q3 41468,Billie  Chandler,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q2 41794,Ernest  Davis,West,Quad,0.03,2,27.00,34.00,65.96,11.96
Q3 41508,Pauline  Beck,West,Aspen,0,4,12.00,21.00,84.00,36.00
Q4 41611,Shari  Silva,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41945,Mable  Lindsey,West,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41947,Lorraine  Gibson,East,Sunset,0.01,3,13.50,23.50,69.80,29.30
Q4 41984,Paulette  Spencer,South,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q2 41748,Rachel  Gomez,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41957,Brooke  Horton,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q2 41420,Arturo  Francis,East,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q4 41957,Sandra  Floyd,MidWest,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41947,Cecilia  Manning,South,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41582,Allan  Ramos,MidWest,FlatTop,0.01,3,17.20,27.50,81.68,30.08
Q4 41601,Cindy  Becker,South,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41629,Mable  Lindsey,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q3 41860,Guillermo  Potter,MidWest,Doublers,0,3,64.32,79.95,239.85,46.89
Q1 41659,Trevor  Jones,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41970,Cecilia  Manning,South,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41614,Ellen  Weaver,South,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41611,Cecilia  Manning,South,Sunshine,0,1,10.24,19.95,19.95,9.71
Q2 41373,Brooke  Horton,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41636,Andrew  Meyer,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41593,Sonya  Mullins,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q3 41849,Marion  Glover,East,Sunset,0.02,1,13.50,23.50,23.03,9.53
Q2 41805,Max  Rodgers,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41953,Colleen  Warren,West,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q2 41372,Ivan  Adkins,West,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41590,Sylvester  Morales,West,FlatTop,0.02,1,17.20,27.50,26.95,9.75
Q2 41788,Herman  Williams,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41946,Salvador  Bass,West,Bellen,0.02,1,11.37,22.95,22.49,11.12
Q4 41579,Allan  Ramos,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41952,Max  Rodgers,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41599,Patty  Thompson,West,Aspen,0,3,12.00,21.00,63.00,27.00
Q1 41289,Rachel  Gomez,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q2 41402,Cecilia  Manning,South,Sunbell,0.02,2,12.42,25.00,49.00,24.16
Q4 42004,Eddie  Green,East,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41620,Bernadette  Page,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q2 41406,Austin  Reynolds,East,Sunshine,0,3,10.24,19.95,59.85,29.13
Q2 41380,Rachel  Gomez,MidWest,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41969,Fernando  Rowe,West,Majectic Beaut,0.03,3,13.00,30.00,87.75,48.75
Q4 41989,Isabel  Cross,East,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41981,Bernadette  Page,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41610,Ruben  Nunez,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41612,Max  Rodgers,West,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41976,Max  Rodgers,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q2 41412,Austin  Reynolds,East,Bellen,0.02,4,11.37,22.95,90.42,44.94
Q4 41571,Christina  Fuller,West,Sunset,0.02,3,13.50,23.50,69.09,28.59
Q4 41581,Guillermo  Potter,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41980,Patty  Thompson,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q2 41438,Max  Rodgers,West,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41960,Cindy  Becker,South,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41582,Jaime  Pearson,MidWest,Sunbell,0.01,1,12.42,25.00,24.75,12.33
Q4 41587,Andrew  Meyer,West,Aspen,0.01,2,12.00,21.00,41.58,17.58
Q4 41978,Arturo  Francis,East,FlatTop,0,1,17.20,27.50,27.50,10.30
Q3 41509,Dan  Peterson,MidWest,Majectic Beaut,0,4,13.00,30.00,120.00,68.00
Q4 41995,Bethany  Pena,MidWest,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q4 41572,Mable  Lindsey,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41963,Rachel  Gomez,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41994,Cindy  Becker,South,Quad,0.02,3,27.00,34.00,100.47,19.47
Q1 41692,Austin  Reynolds,East,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41587,Cindy  Becker,South,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41583,Kyle  Carr,MidWest,Sunshine,0.03,3,10.24,19.95,58.05,27.33
Q3 41910,Brooke  Horton,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41596,Carla  Mccormick,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 42000,Lynette  Brewer,MidWest,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41597,Peter  Hodges,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q1 41668,Cassandra  Franklin,MidWest,FlatTop,0,2,17.20,27.50,55.00,20.60
Q4 41586,Marian  Hill,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41596,Ben  Perez,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q1 41687,Dan  Peterson,MidWest,Quad,0.01,3,27.00,34.00,100.98,19.98
Q1 41336,Iris  Underwood,West,V-Rang,0,1,10.23,19.00,19.00,8.77
Q4 41609,Billie  Chandler,MidWest,Quad,0.03,2,27.00,34.00,65.96,11.96
Q4 41590,Marion  Glover,East,Majectic Beaut,0.01,2,13.00,30.00,59.40,33.40
Q4 41960,Andrew  Meyer,West,Quad,0,3,27.00,34.00,102.00,21.00
Q3 41536,Bernadette  Page,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41594,Cecilia  Manning,South,Sunset,0,2,13.50,23.50,47.00,20.00
Q1 41708,Ruben  Nunez,West,Sunset,0,3,13.50,23.50,70.50,30.00
Q3 41503,Drew  Rogers,MidWest,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q4 41606,Ivan  Adkins,West,Crested Beaut,0.01,3,16.00,25.00,74.25,26.25
Q4 41998,Christy  Olson,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41966,Austin  Reynolds,East,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q4 41977,Tracy  Reed,MidWest,Crested Beaut,0.02,3,16.00,25.00,73.88,25.88
